Ticket_ID,Customer_Email,Customer_Name,Topic,Channel,Agent_Name,CSAT_Score,Priority,Created_Date,Resolved_Date,Resolution_Hours,Status
TKT-22404,billy86@example.com,Amber Johnson MD,Feature Request,Phone,,4,Medium,2025-08-07,2025-06-02,8.49,
,harrisdonald@example.org,Joseph Bryant,Technical Support,Social Media,Bot,2,Low,2025-09-14,2025-08-03,14.06,Resolved
TKT-33802,brandon71@example.org,Lori Scott,Feature Request,,,2,Urgent,2025-03-23,2025-01-23,51.99,Open
TKT-12790,,,,Chat,Natalie,2,L,2025-02-24,2025-11-23,40.29,In Progress
,mariewalters@example.net,Kevin Young,Login Issue,Chat,Bot,4,High,2025-02-22,2025-02-20,67.55,Resolved
TKT-40745,chapmananthony@example.net,Priscilla King,Technical Support,Social Media,Bot,3,H,2025-11-12,2025-05-19,,Closed
,lisa94@example.net,Danielle Wallace,Feature Request,,Michael,4,High ,2025-05-08,,34.37,Open
TKT-86948,,Nicole Salazar,Login Issue,Pigeon Carrier,,4,Med,2025-01-27,2025-04-25,26.03,Escalated
,rlee@example.net,Makayla Baldwin,Refund,,Bot,2,Low,2025-09-24,2025-07-24,62.89,Escalated
TKT-42648,michaelmartinez@example.net,R̩n̩̩ Brown,Login Issue,Chat,,2,High,2025-08-19,2025-02-22,18.17,Resolved
TKT-40228,maddenmatthew@example.com,Emily Gross,Refund,Pigeon Carrier,,Angry,Low,2025-04-21,2025-07-14,,In Progress
TKT-71106,pgilbert@example.net,Jeanne Cook,Refund,Chat,Jason,1,H,2025-08-30,2025-08-27,36.01,Closed
TKT-88220,christina49@example.com,,Refund,Social Media,,3,Low,2025-09-02,2025-01-29,,Closed
TKT-43067,hansonlori@example.net,Cheyenne Ramirez,Technical Support,Social Media,Aaron,1,Med ,2025-06-07,2025-05-09,43.83,Resolved
TKT-78517,dconrad@example.org,Randy Santos,Billing,Email,Bot,4,Medium ,2025-04-14,2025-03-28,,Escalated
TKT-21563,martinezstephanie@example.com,Michael Mckee,Technical Support,,Bot,4,Low,2025-03-03,2025-08-10,9.55,Resolved
TKT-52936,johnsonsusan@example.net,Gloria Lee,Login Issue,Chat,Susan,5,Medium,2025-10-06,2025-10-26,61.63,Open
TKT-90724,pkemp@example.org,Thomas Brown,Billing,Pigeon Carrier,Christopher,2,High,2025-03-03,2025-07-20,31.61,Escalated
TKT-78602,ericmorrison@example.org,Tiffany Simpson,Billing,Email,Bot,1,,2025-06-04,,57.36,Closed
TKT-67516,mason59@example.com,Mr. Dennis Dickerson PhD,Billing,Pigeon Carrier,Bot,4,,2025-09-20,2025-07-23,63.99,Resolved
TKT-87146,heatherbenson@example.org,,Billing,Chat,Bot,3,L,2025-02-26,2025-10-11,33.12,Open
TKT-89149,wbowman@example.com,Whitney Taylor,Refund,,Michaela,2,H,2025-07-05,2025-08-09,20.0,Resolved
TKT-96608,karichavez@example.net,,,Social Media,Bot,,,2025-08-28,2025-07-16,39.55,Open
TKT-72668,qowens@example.com,Jenna Blake DDS,Billing,Pigeon Carrier,Bot,4,L,2025-07-05,2025-03-17,44.5,In Progress
TKT-14426,ujimenez@example.net,Paula Parker,Technical Support,Pigeon Carrier,Bot,,,2025-02-11,2025-08-22,40.85,Open
TKT-39981,elliottnatalie@example.org,Kevin Hughes,Feature Request,Pigeon Carrier,,3,L,2025-08-04,2025-03-18,5.91,Resolved
TKT-66408,masondenise@example.com,Justin Juarez,Refund,Chat,Bot,3,Med,2025-08-04,2025-01-20,57.33,Escalated
,keysarah@example.net,Lauren Armstrong,Feature Request,Pigeon Carrier,Jennifer,,Low,2025-10-19,2025-11-03,,
TKT-45901,poncedustin@example.org,John Chung,Technical Support,Phone,,1,H,2025-01-16,2025-01-06,51.28,Closed
TKT-50175,skemp@example.net,Ashley Wilkinson,Refund,Phone,Bot,,Medium,2025-03-09,2025-10-20,3.9,Open
TKT-47807,zclark@example.net,Sean Francis,,,,,L ,2025-10-14,2025-02-11,,Closed
TKT-19371,veronica38@example.org,Shannon Bell,Technical Support,Chat,Rebecca,2,High,2025-10-29,2025-06-23,46.42,Escalated
,imelendez@example.org,,Refund,Chat,Bot,2,Urgent,,2025-08-01,7.97,
TKT-53202,,,Login Issue,Chat,Jacob,5,,2025-05-08,2025-04-15,4.27,In Progress
TKT-29675,spencerdarren@example.org,John Conrad,Login Issue,Chat,,5,L,2025-06-18,2025-04-25,15.15,Escalated
TKT-38394,,Gregory Reese,Login Issue,Chat,,3,Medium,2025-08-01,2025-09-09,64.91,Closed
TKT-96383,lawsonscott@example.com,,Login Issue,Phone,Edward,2,High,2025-11-22,2025-03-23,11.43,In Progress
,erinlin@example.net,Katrina Smith MD,Billing,Chat,Bot,3,Med,2025-03-15,2025-05-28,66.8,In Progress
TKT-18150,ryanjustin@example.com,Kayla Buchanan,Feature Request,Social Media,,5,Urgent,2025-06-18,2025-11-10,69.72,Escalated
TKT-93397,cathy94@example.com,Jennifer Wilson,,Phone,Dwayne,5,L,2025-08-17,2025-02-25,62.2,In Progress
TKT-72298,singletonhannah@example.org,Tonya Jefferson,Technical Support,Phone,,2,L,2025-06-23,2025-02-24,47.73,
TKT-29085,martindawn@example.com,Michael Moore,Billing,Email,Antonio,1,High,2025-01-11,2025-09-11,57.65,In Progress
TKT-96510,tanya77@example.com,Jesse Garcia,Login Issue,Phone,Tammy,4,Med,2025-04-09,2025-10-18,18.63,Open
TKT-70946,,James Cunningham,Technical Support,Pigeon Carrier,Alexandra,2,,2025-02-12,2025-09-28,40.38,In Progress
TKT-39723,wilsonjessica@example.net,Joe Gutierrez,,Social Media,Dana,4,Medium,2025-03-25,2025-06-19,67.08,Escalated
TKT-70581,danielmartinez@example.com,Amy Johnston,Login Issue,Chat,Bot,4,Urgent,2025-01-31,2025-07-08,1.57,Resolved
TKT-72616,phamdaniel@example.com,Cory Pitts,,Pigeon Carrier,,3,High,,2025-01-19,71.57,Open
TKT-34909,amywinters@example.com,Greg Johnson,Feature Request,Email,Bot,4,Med,2025-02-10,2025-09-08,22.61,Closed
TKT-78928,caleb17@example.com,Patricia Lamb,Feature Request,Social Media,,,High,2025-08-24,2025-10-06,,Escalated
,michelle12@example.com,Joseph Elliott,,Chat,,3,High,2025-09-16,2025-10-18,34.96,Closed
TKT-50303,natashaterry@example.org,Amber Guerrero,Technical Support,Pigeon Carrier,Amber,3,Med,2025-01-06,2025-03-05,,Resolved
TKT-97239,myersdonald@example.org,Thomas Mitchell,,Pigeon Carrier,,4,Med,2025-04-14,2025-08-06,68.91,Escalated
TKT-98737,cwatson@example.net,Kathy Henry,Feature Request,Social Media,,4,Urgent,2025-08-28,,37.83,In Progress
TKT-83536,,Cody White,Technical Support,Social Media,,2,High,2025-03-09,2025-04-20,26.13,Escalated
,kathryn23@example.org,Kimberly Campbell,Login Issue,Chaat,,3,Low,2025-01-04,2025-05-27,,Escalated
TKT-23291,levymarcia@example.org,Carolyn Davis,Billing,Email,,5,High,2025-03-25,2025-03-23,,Escalated
TKT-61186,joycequinn@example.org,Richard Jones,Feature Request,Social Media,,1,High,2025-03-01,2025-10-12,67.69,Resolved
TKT-25376,afrost@example.org,Darrell Mcgee,,Pigeon Carrier,,,High,2025-05-19,2025-03-11,54.26,In Progress
TKT-20716,armstrongmatthew@example.net,Rachel Moreno,,Social Media,Bot,4,High,2025-07-19,2025-04-14,12.68,Closed
TKT-92818,,Betty Bailey,Technical Support,Email,Bot,4,Low,2025-05-05,2025-02-10,,Resolved
TKT-49536,lindsay97@example.org,Barbara Mcdonald,Refund,Email,Ashley,5,L,2025-03-23,2025-07-24,57.84,Resolved
TKT-39833,juanjones@example.org,Derek Gray,Login Issue,Email,Andrea,1,Urgent,,2025-01-03,49.5,Escalated
TKT-47600,carolinejohnson@example.org,Chad Wallace,Feature Request,Chat,,3,High,2025-07-27,2025-05-20,69.58,Closed
,russellmarissa@example.net,Rachel Price,Login Issue,Social Media,Bot,3,,2025-01-10,,53.85,Escalated
TKT-62000,welchwilliam@example.net,Tonya Campbell,Billing,Chat,,2,Low,2025-02-28,2025-11-17,61.9,
TKT-30964,markrios@example.net,Lisa Davis,Refund,Email,,3,High,2025-01-14,2025-05-16,57.21,In Progress
TKT-38603,pwarren@example.org,Carol Wallace,Billing,Email,,5,L,2025-07-20,2025-06-25,69.07,Resolved
TKT-39176,,Nicholas Roth,Billing,Phone,Barbara,5,,2025-02-04,2025-04-26,,Open
TKT-64337,deanna53@example.org,Tiffany Smith,Feature Request,Pigeon Carrier,Bot,4,H,2025-02-11,,51.66,Resolved
TKT-10760,ericjenkins@example.com,Colleen Thomas,Feature Request,Pigeon Carrier,Bot,3,Low,2025-09-15,2025-04-18,21.92,In Progress
TKT-89807,stewartwilliam@example.org,Donna Ali,Feature Request,Pigeon Carrier,Bot,5,High,2025-02-18,,21.44,
TKT-48618,nicolerandolph@example.org,Tamara Miles,Refund,Pigeon Carrier,Bot,,H,2025-11-14,2025-11-12,44.97,Open
TKT-82064,josephsanchez@example.net,Brandon Boone,Technical Support,Pigeon Carrier,David,1,High,2025-08-27,2025-10-05,9.41,Closed
TKT-30237,andrewmartinez@example.com,Kevin Miller,Refund,Pigeon Carrier,Ashley,3,Urgent,2025-05-19,2025-05-27,46.13,Closed
TKT-23375,wilsonstephen@example.org,Heather Smith,Refund,Pigeon Carrier,Debra,2,High,2025-01-15,2025-03-10,31.89,Escalated
TKT-71069,dingram@example.com,Connor Ryan,Login Issue,Chat,Bot,5,Urgent,2025-01-26,2025-01-21,25.64,Closed
TKT-61914,reyesdenise@example.com,Devin King,Technical Support,,Bot,3,L ,2025-01-09,2025-08-31,26.73,Resolved
TKT-57861,marywheeler@example.org,Helen Morrison,Technical Support,Chat,Angela,3,Med,2025-10-09,,36.08,Resolved
TKT-11856,kristy77@example.org,Jason Martinez,,Pigeon Carrier,Bot,5,Med,2025-07-03,2025-06-08,3.62,Open
TKT-52404,harrisonedward@example.com,Rebecca Hill,Feature Request,Social Media,,1,Medium ,2025-06-09,2025-04-16,2.06,Closed
TKT-41842,beth01@example.net,Christopher Harper,,Phone,Bot,3,Med,2025-01-18,2025-04-25,13.74,Resolved
TKT-96426,markspence@example.net,Brittany Ford,Login Issue,Chat,,4,Low,2025-03-27,2025-09-09,5.04,Escalated
TKT-82649,,Lisa Christensen,Billing,Phone,,3,Urgent,,2025-06-28,11.0,Closed
,,Kristen Young DVM,Login Issue,Chaat,John,1,Med,2025-08-20,2025-10-02,1.46,In Progress
TKT-47773,rbryan@example.com,Jennifer Howard,Refund,,Bot,Happy,,2025-01-12,2025-05-30,30.79,Open
,taylorwendy@example.com,Kathryn Duncan,Refund,Phone,Dawn,5,Medium,2025-01-19,2025-08-30,33.0,Resolved
TKT-80740,bellmatthew@example.com,Susan Carroll,,Chat,Caleb,3,,2025-09-15,2025-10-22,,Closed
TKT-72575,bruce46@example.org,Joan Johnson,Login Issue,,,1,Medium,2025-04-12,2025-08-25,3.44,
TKT-86995,avilasteven@example.org,James Costa,Login Issue,,Bot,2,H,2025-02-27,2025-02-27,51.46,Resolved
TKT-52843,maybonnie@example.com,Brenda Davis,Refund,Phone,Bot,2,Low,2025-11-12,2025-09-13,4.81,Escalated
TKT-67445,hannah18@example.com,Gina Walker,Feature Request,Phone,Bot,2,Urgent,2025-04-14,2025-01-16,54.0,Resolved
TKT-68737,georgeerin@example.org,Natalie Jones,Billing,Pigeon Carrier,Bot,5,High,2025-01-16,2025-07-20,61.17,Open
TKT-65737,awall@example.com,Brenda Matthews,Billing,Chat,Bot,2,Med,2025-10-20,2025-08-06,42.9,Closed
,,Lisa Figueroa,Billing,Chat,,2,High,2025-11-17,,33.93,Closed
TKT-93707,zclark@example.com,Brian Ramirez,Billing,Phone,Bot,1,Low ,2025-02-13,2025-08-11,71.48,Escalated
TKT-77825,,Amber Brewer,Feature Request,,Juan,5,Low,2025-04-15,2025-11-19,44.13,In Progress
TKT-63409,barrkathryn@example.org,,Login Issue,,Bot,1,Low ,2025-11-02,2025-05-23,21.83,Resolved
TKT-52182,cassidy18@example.org,Cynthia Barton,Technical Support,Chat,Marcus,2,H,2025-02-27,2025-01-08,40.81,In Progress
TKT-26739,,Shirley Jacobs,Refund,,Bot,5,Medium,2025-09-12,2025-08-04,59.14,
TKT-69400,olsonmichele@example.com,Angela Johnson,Technical Support,Phone,,1,H,,2025-10-28,50.41,Resolved
TKT-11477,stephen60@example.net,Erik Wood,Refund,,James,4,Urgent,2025-01-26,2025-03-15,54.83,In Progress
,dharris@example.net,Kristin Adams,Refund,Social Media,Bot,,Urgent ,2025-05-01,2025-07-24,18.67,Resolved
,danielle48@example.net,,,Phone,,,Med,2025-06-26,2025-03-18,54.39,In Progress
TKT-56156,everettwilliam@example.org,Tammy Davis,Technical Support,Social Media,Shelly,2,High,2025-01-23,2025-11-17,5.41,Resolved
TKT-74183,littlealexis@example.com,Christopher Miller,Login Issue,,Bot,2,Low,2025-02-18,2025-05-12,,Open
TKT-91715,codyaguirre@example.com,Wesley Wheeler,,Social Media,,4,Med,2025-06-22,,23.64,
TKT-83069,swansonbrandon@example.com,Robert Foster,Billing,Chat,,5,Medium,2025-01-07,2025-06-15,,In Progress
TKT-94084,emily85@example.org,,Refund,Social Media,Brandon,3,Medium,2025-09-22,2025-07-02,28.0,Resolved
,michelle78@example.com,Andrew Luna,Refund,Email,Bot,1,Low ,2025-03-11,2025-05-22,64.54,Open
TKT-12663,caroline87@example.com,Mrs. Jessica Perkins MD,Login Issue,Pigeon Carrier,Gary,4,High,2025-04-23,2025-09-21,44.93,Escalated
TKT-98460,poolecarol@example.org,Jamie Khan,Billing,,Kevin,1,Low,2025-08-27,2025-08-07,36.41,
TKT-69482,poncejeffrey@example.org,,Technical Support,Pigeon Carrier,Bot,5,High,2025-09-23,2025-08-23,,Escalated
TKT-99894,shane22@example.org,Heather Kerr,Billing,,,3,Low,2025-08-07,2025-01-12,21.66,Open
TKT-85867,ellisrobert@example.com,Justin Terry,Login Issue,Pigeon Caarrier,,1,Urgent,2025-03-10,2025-10-26,34.46,Closed
TKT-79665,ujones@example.net,Jacqueline Walter,,Chat,,,H,2025-06-23,2025-05-09,22.84,Closed
TKT-69225,,Dustin Obrien,Billing,Email,Crystal,5,Medium,2025-07-29,2025-10-19,14.82,Closed
TKT-81944,qsteele@example.org,Robert Gibson,Billing,Phone,,2,L,2025-08-09,2025-04-16,69.1,In Progress
TKT-49413,amberbennett@example.net,Sally Farmer,Refund,Social Media,,1,High ,,2025-06-17,56.14,Open
TKT-51765,johnsonralph@example.com,Stacey Hale,Login Issue,Email,Bot,4,Med ,2025-11-07,,19.8,In Progress
TKT-58785,chris82@example.com,Christopher Baker,Technical Support,Email,Michael,5,Urgent,2025-08-08,2025-06-14,35.49,
TKT-83116,yjenkins@example.net,Tammy Barrera,Login Issue,Social Media,,3,Medium,2025-11-21,2025-10-06,1.7,Closed
TKT-53212,,Juan Taylor,Technical Support,Chat,,,Low,2025-09-04,,52.85,In Progress
TKT-83989,parksmelissa@example.com,Eric White,Technical Support,Phone,Christopher,2,H,2025-08-28,2025-08-30,,Resolved
TKT-29117,brenda21@example.net,M̩linda Smith,Login Issue,Email,Mark,3,High,2025-03-26,2025-10-24,41.44,Closed
TKT-40980,angelwilliams@example.org,Tyler Villarreal,Technical Support,Phone,Barbara,3,Urgent,2025-07-05,2025-04-24,65.63,In Progress
,imathews@example.org,Shawn Davis,Refund,,Bot,4,Med,2025-10-02,,37.1,Closed
TKT-71707,ystokes@example.org,John Austin,Billing,,Bot,4,,2025-04-07,2025-06-03,8.68,Resolved
TKT-56465,brandon63@example.org,Robert Ayala,Billing,Pigeon Carrier,Rebecca,5,H,2025-06-23,2025-06-27,,
TKT-13142,diana70@example.org,Travis Brown,Login Issue,,Melissa,1,High,2025-04-09,2025-07-31,1.27,
TKT-69502,jonesmark@example.net,Patricia White,Login Issue,Social Media,,1,High,2025-11-13,2025-08-03,2.97,Closed
,,Rodney Price,,Social Media,,3,Medium,2025-06-11,2025-04-30,20.23,Open
TKT-43339,victorialloyd@example.com,,Billing,Social Media,Bot,3,Urgent ,2025-10-18,,54.52,Closed
TKT-89560,lisabarry@example.net,Jason Bright,Technical Support,Chat,Norma,4,Urgent,2025-04-23,2025-07-28,17.78,In Progress
TKT-72796,michael09@example.org,Sandra Garcia,Feature Request,,John,3,L,2025-11-02,2025-08-14,4.85,Closed
TKT-72000,tjenkins@example.org,Mary Taylor,Billing,Chat,Lisa,5,Urgent,,2025-07-26,,Open
TKT-26797,christopher72@example.net,,Technical Support,Phone,Ryan,2,H,2025-11-04,2025-08-08,61.15,
TKT-70533,martinrobyn@example.net,Peter Perry,Feature Request,Phone,Jasmine,3,H,2025-03-16,,56.79,Escalated
TKT-12766,jessicaanderson@example.net,Michelle Day,Technical Support,Email,Sharon,3,Low,2025-05-27,2025-05-25,45.8,Open
TKT-81206,brian80@example.net,Michael Carter,Login Issue,Email,,4,,2025-03-05,2025-10-31,0.51,Closed
TKT-50455,michaelhull@example.com,Daniel Lopez,Technical Support,Social Media,,2,Low,2025-04-28,,17.68,Escalated
TKT-10328,,Jessica Nixon,Login Issue,Phone,,3,Urgent,2025-01-29,2025-06-25,57.56,Closed
TKT-19262,millernicholas@example.org,,Feature Request,Email,,,Medium ,2025-11-22,2025-03-16,18.98,
TKT-13199,nmoore@example.org,,Feature Request,Phone,Bot,1,,2025-06-10,2025-01-26,36.53,
TKT-84822,michaelsmith@example.org,Jamie Fitzgerald,,Email,,1,,2025-06-16,2025-05-20,36.57,Closed
TKT-10335,morrisjohn@example.net,Sarah Jones,Feature Request,Phone,,3,H,2025-10-22,2025-04-22,13.03,Escalated
TKT-90622,paulbrown@example.org,John Galloway,,Pigeon Carrier,,4,L,2025-03-26,,69.28,Escalated
TKT-84851,duncanpaul@example.org,Joyce Wilson,Billing,Chat,,5,H,2025-11-19,2025-11-06,6.17,Resolved
TKT-73256,whansen@example.net,Jeremy Alvarado,,Pigeon Carrier,,4,High,2025-08-13,,,Closed
TKT-78060,joneslisa@example.org,Juan Beard,Billing,Social Media,Bot,5,Low ,2025-04-14,2025-01-14,7.81,Open
TKT-99791,renee66@example.com,Anna Gilbert,Feature Request,Phone,,2,Low,2025-08-12,2025-08-12,60.71,In Progress
TKT-30687,danielclayton@example.com,,,Social Media,Bot,4,,2025-01-09,2025-01-08,13.73,Escalated
TKT-49140,johnsongina@example.org,Kristine Colon,Refund,Email,Bot,3,Urgent,2025-07-19,2025-09-25,50.22,In Progress
,lynnharper@example.com,Cameron Trujillo,Billing,Pigeon Carrier,,5,High,2025-08-27,2025-07-14,26.4,Open
TKT-93849,alex61@example.net,Tracey Nguyen DVM,Billing,Chat,Mike,2,Medium,2025-11-04,2025-11-11,6.2,Closed
TKT-57324,ncaldwell@example.com,Doris Cox,Technical Support,Social Media,Teresa,5,High,2025-06-19,2025-02-23,29.92,In Progress
TKT-83685,zjuarez@example.org,Tina Parks,,Phone,,5,Urgent,2025-03-24,2025-05-13,32.39,
TKT-96123,,Sharon Morgan,Billing,Pigeon Carrier,Bot,1,L,2025-11-27,2025-04-05,25.52,
TKT-26560,ian23@example.com,Julie Burton MD,Feature Request,Phone,,1,L,,2025-03-11,19.49,Open
TKT-52561,henry87@example.org,Jesse Williams,Billing,Pigeon Carrier,Nicole,4,Medium,2025-06-21,2025-07-24,6.95,
TKT-39436,davisjessica@example.org,Derrick Sutton,Billing,Chat,Bot,5,Low,2025-08-13,2025-07-13,14.79,In Progress
,danazhang@example.net,,Feature Request,Phone,Bot,,High,,2025-01-22,71.22,Open
TKT-65955,tbrown@example.org,Timothy Ross,Refund,Pigeon Carrier,,4,Urgent,2025-04-11,2025-10-10,55.34,Resolved
TKT-18789,sford@example.org,Duane Vang,,Chat,Bot,2,Medium,2025-03-22,2025-11-01,38.45,Resolved
TKT-24161,william68@example.org,Debra Snyder,,Chat,Bot,,Low,2025-07-14,2025-06-11,58.8,Resolved
TKT-41879,ahowell@example.net,Mr. Jason Bell,Feature Request,Chat,,4,L,2025-09-26,2025-11-05,43.64,Closed
TKT-40637,johnsonalex@example.org,Hunter Francis,Billing,Social Media,Amanda,5,,2025-05-22,,5.04,In Progress
TKT-70709,matthewrodriguez@example.com,Alexis Kim,Refund,,,2,Medium,2025-06-02,,19.07,In Progress
TKT-43160,,Michael Wright,Login Issue,Pigeon Carrier,Bot,2,Low,2025-01-24,2025-10-19,5.06,Closed
TKT-57354,welchtracey@example.com,Jill Day,Login Issue,Social Media,Gerald,5,H,2025-03-13,2025-01-05,50.13,Open
TKT-44210,moralesjamie@example.net,Monica Fuentes,Feature Request,Social Media,,1,Low ,2025-09-22,2025-09-22,61.18,Open
TKT-82453,wclark@example.org,Elizabeth Fleming,Billing,,,3,High,2025-06-24,2025-06-28,8.54,Resolved
TKT-84028,yvettecampbell@example.org,Ryan Munoz,Billing,Social Media,,1,L,,2025-08-04,44.98,Resolved
,,Charles Rodriguez,Refund,Chat,,4,Med,2025-01-28,2025-04-26,,Escalated
TKT-38053,jeffreywilliams@example.net,Johnathan Soto,Technical Support,Email,Bot,,Med,2025-07-12,2025-10-15,57.23,In Progress
TKT-48473,samuelwest@example.net,Anna Clay,Login Issue,Chat,Bot,3,H,,2025-01-18,70.01,Open
TKT-48288,raymond04@example.net,,Refund,Pigeon Carrier,,,High,2025-11-21,2025-06-03,54.97,Open
TKT-32741,russellmario@example.net,,Technical Support,Email,Gregory,2,Med,2025-10-25,,0.84,Closed
TKT-84531,,Howard Ross,Technical Support,Phone,,3,H,2025-09-01,2025-10-30,19.41,Closed
TKT-89542,nicholas82@example.org,Kathleen Le DDS,Refund,Email,,5,Low,2025-08-22,2025-05-31,7.94,Escalated
TKT-74108,jeffrey39@example.com,Deborah Ballard,Refund,Phone,,4,,2025-07-14,2025-08-05,26.36,Escalated
TKT-96470,kellyanderson@example.com,Michael Taylor,,Social Media,,3,Low,2025-11-22,2025-01-21,34.51,Closed
TKT-89216,vhernandez@example.net,Sara Warren,Billing,Chat,,5,,2025-10-18,2025-01-23,68.35,Escalated
TKT-56960,dianachristian@example.net,Marie Carter,Login Issue,Pigeon Carrier,,3,Urgent,2025-01-10,2025-01-08,32.55,Closed
TKT-12300,,Kimberly Allen,Login Issue,Chat,Linda,2,Med,2025-02-02,2025-01-23,30.33,Resolved
TKT-97489,uharrison@example.com,Sheila Smith,,Pigeon Carrier,,,H,2025-11-04,2025-11-02,,
TKT-83266,janicemanning@example.org,Faith Petty,Login Issue,Chat,Bot,3,Low,2025-03-18,2025-09-15,,Open
TKT-33487,krios@example.com,John Wright,Technical Support,Chat,,5,Medium,2025-08-22,2025-11-15,,Open
TKT-73839,bramos@example.com,Bryan Pierce,Technical Support,,Robert,3,Low,,2025-09-27,40.77,Open
TKT-89601,juliebruce@example.net,William Perez,Refund,Social Media,,1,H,2025-11-13,2025-08-07,8.68,Open
TKT-50859,nathanmcdonald@example.org,Tiffany Holden,Feature Request,Chat,,4,Medium,2025-12-01,,21.54,
TKT-51990,ocraig@example.org,Jordan Craig,Refund,Pigeon Carrier,,1,Low,2025-04-03,2025-03-30,38.28,In Progress
,,David Pugh,Refund,Phone,Angela,3,Medium,2025-05-26,2025-11-03,69.44,Escalated
TKT-24013,upruitt@example.org,Robert King,,Email,Eric,3,Med,2025-11-19,2025-04-20,44.58,Open
TKT-72255,rbrown@example.com,,Feature Request,,Ralph,4,H,2025-03-24,2025-09-14,17.3,Open
TKT-88821,territaylor@example.net,Stephanie Anderson,Feature Request,Chat,Shane,4,High,2025-01-28,,,Resolved
TKT-67087,sherylmullins@example.net,Cheryl Duncan,Technical Support,Email,Gordon,3,,2025-09-08,2025-03-07,13.19,Escalated
TKT-13416,william34@example.com,Randy Garrison,Billing,Email,Zachary,3,Medium,2025-10-15,,45.02,Closed
TKT-45928,elizabethmoore@example.org,Megan Knight,Feature Request,Social Media,,1,Med ,2025-09-26,2025-08-19,65.05,
TKT-48646,qhardin@example.net,Connie Pacheco,Login Issue,Chat,,1,Low,2025-08-13,2025-10-02,67.73,Closed
TKT-86294,langmichael@example.com,Kimberly Simon,Login Issue,Email,Bot,3,H ,2025-10-29,2025-05-30,,Open
TKT-47175,bdavis@example.com,,Billing,Phone,,5,Low,2025-08-09,2025-03-25,35.11,Resolved
TKT-35253,anthonyvega@example.com,Roberta Fisher,Login Issue,Pigeon Carrier,Bot,5,Low,2025-11-20,2025-03-29,59.7,In Progress
TKT-30875,villathomas@example.com,Andrew Knox,Login Issue,Phone,Samuel,3,High,2025-03-18,2025-08-16,68.81,
,katiejohnson@example.net,Tammy Collins,Billing,Phone,Valerie,1,High,2025-01-10,2025-03-22,36.81,In Progress
TKT-22018,baileyleslie@example.com,Emily Gordon,,Email,,2,Urgent,,2025-06-19,,In Progress
TKT-36547,,Jeffrey Davis,Refund,Pigeon Carrier,Jonathon,3,Low,2025-05-02,2025-10-17,9.84,In Progress
TKT-77998,,,Feature Request,Chat,Bot,4,High,2025-10-20,2025-05-01,44.75,In Progress
,grace06@example.com,Michael Hall,Feature Request,Social Media,,4,Med ,2025-09-10,2025-10-08,30.97,In Progress
TKT-19698,kevinwaters@example.com,Scott Rodriguez,,Pigeon Carrier,Michael,3,Medium,2025-01-06,2025-06-24,16.44,Resolved
TKT-85479,jonesvincent@example.com,David Jensen,Billing,Chat,Bot,3,L,2025-08-08,2025-01-24,19.2,
TKT-95573,nmorgan@example.net,Alex Wright,Billing,Emaail,,3,L,,2025-06-30,49.54,In Progress
TKT-82128,guzmanhannah@example.com,Stephanie Robbins,Technical Support,Chat,Jo,,,2025-08-03,2025-05-20,9.93,Resolved
TKT-80773,amber20@example.org,,Refund,Chat,,,L,2025-11-29,2025-07-26,5.98,Resolved
TKT-45755,debrawyatt@example.org,Steven Black,Refund,Phone,Bot,4,Low,2025-01-28,2025-05-05,13.76,In Progress
TKT-77541,foxeduardo@example.com,Amy Williams,Refund,Phone,Bot,4,L,2025-11-08,2025-09-10,53.0,Closed
TKT-40185,mary21@example.com,Anthony Logan,Refund,Pigeon Carrier,,2,L,2025-01-10,2025-10-28,49.59,Open
TKT-78955,yaguilar@example.com,Brian Myers,Technical Support,Social Media,,4,Med,2025-09-10,2025-06-14,69.92,In Progress
TKT-17463,nwilliams@example.net,Donna Lopez,Refund,Social Media,Bot,1,Medium,,2025-11-18,23.31,
TKT-24273,dorothybrown@example.com,Madison Morris,Technical Support,Email,Bot,4,L,2025-05-27,2025-05-07,17.21,
TKT-11268,roberthale@example.com,Nancy Chavez,Technical Support,Email,,,L,2025-01-04,2025-01-08,44.55,Closed
TKT-59964,,Susan Jones,Login Issue,Pigeon Carrier,Daniel,5,L,,2025-04-27,31.64,Resolved
TKT-75216,bfuentes@example.com,Dr. Lynn Black,,,,2,H,2025-07-22,2025-10-06,10.83,Resolved
TKT-80598,egraham@example.net,,Feature Request,Chat,,2,Low,2025-06-28,2025-01-26,45.81,Closed
,annethornton@example.org,,,Pigeon Carrier,Bot,4,Medium ,2025-08-28,2025-01-19,64.68,Open
,oliverstephen@example.org,Natalie Mcgee,,Social Media,,,,2025-10-06,2025-09-11,,Closed
TKT-39666,kathleen70@example.com,Lisa Miller,Technical Support,Social Media,,4,High,,2025-07-30,18.5,
,meganmccarty@example.net,,Billing,Phone,Bot,3,L,2025-01-04,2025-05-28,63.78,
TKT-99014,vjohnson@example.net,Derek Williams,Feature Request,Social Media,,2,L,2025-02-26,,18.68,Escalated
TKT-45958,erinsmall@example.net,,Billing,,,4,High,2025-07-04,2025-03-01,26.3,Closed
TKT-19742,dennis64@example.net,Stacy Perry,Technical Support,Chat,Bot,1,H,2025-03-29,,40.61,Closed
TKT-16674,johnreed@example.org,Angel Miranda,Refund,Phone,Sean,4,H ,,2025-05-02,69.49,Open
